hp_x0,hp_x1,hp_x2,hp_x3,hp_x4,hp_x5,metric_valid_error,metric_train_error,metric_runtime,metric_elapsed_time,metric_latency,metric_flops,metric_params
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,none,nor_conv_3x3,0.331,0.06948,24.329226,4865.851,0.015039921,78.56778,0.565236
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,none,skip_connect,0.4363,0.3676,17.010963,3402.1963,0.012466471,43.17834,0.322196
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,none,nor_conv_1x1,0.3308,0.08896,23.159115,4631.8276,0.013966196,47.1105,0.350196
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,none,none,0.3261,0.09342,19.101118,3820.2175,0.012679798,43.17834,0.322196
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,avg_pool_3x3,avg_pool_3x3,0.89905,0.89320004,15.864198,3172.8477,0.008202606,7.7889,0.079156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,avg_pool_3x3,nor_conv_3x3,0.4453,0.37534,19.657969,3931.592,0.0126269795,43.17834,0.322196
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,avg_pool_3x3,skip_connect,0.8969,0.89250004,13.600991,2720.2002,0.008156393,7.7889,0.079156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,avg_pool_3x3,nor_conv_1x1,0.4578,0.4062,18.138195,3627.637,0.01222731,11.72106,0.107156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,avg_pool_3x3,none,0.5027,0.4691,15.331566,3066.3096,0.008840759,7.7889,0.079156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_3x3,avg_pool_3x3,0.60985,0.59071,18.665726,3733.1511,0.011147128,43.17834,0.322196
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_3x3,nor_conv_3x3,0.365,0.16394,22.968273,4593.653,0.013158189,78.56778,0.565236
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_3x3,skip_connect,0.5932,0.57348,17.555412,3511.0837,0.01126545,43.17834,0.322196
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_3x3,nor_conv_1x1,0.3584,0.17036,22.214434,4442.8804,0.013926493,47.1105,0.350196
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_3x3,none,0.3629,0.16696,18.300674,3660.1428,0.015079909,43.17834,0.322196
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,skip_connect,avg_pool_3x3,0.8982,0.88602,14.243735,2848.7444,0.007872019,7.7889,0.079156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,skip_connect,nor_conv_3x3,0.4217,0.34572,18.09644,3619.2874,0.0116938,43.17834,0.322196
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,skip_connect,skip_connect,0.8959,0.88046,11.975479,2395.0967,0.007869627,7.7889,0.079156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,skip_connect,nor_conv_1x1,0.4343,0.37252,16.22825,3245.6533,0.011679213,11.72106,0.107156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,skip_connect,none,0.4937,0.454,12.616495,2523.2952,0.008599507,7.7889,0.079156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_1x1,avg_pool_3x3,0.6634,0.641,18.132603,3626.5164,0.0107296305,11.72106,0.107156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_1x1,nor_conv_3x3,0.365,0.1783,21.496113,4299.2197,0.01529683,47.1105,0.350196
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_1x1,skip_connect,0.63645,0.61527,15.713478,3142.6907,0.011343705,11.72106,0.107156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_1x1,nor_conv_1x1,0.3779,0.24006,20.361492,4072.3047,0.013388316,15.65322,0.135156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_1x1,none,0.38,0.23388,16.879078,3375.8186,0.011485736,11.72106,0.107156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,none,avg_pool_3x3,0.7065,0.69832,14.609746,2921.9556,0.0094469525,7.7889,0.079156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,none,nor_conv_3x3,0.3633,0.17698,18.42483,3684.962,0.012673131,43.17834,0.322196
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,none,skip_connect,0.6809,0.66722,11.597962,2319.5962,0.009146147,7.7889,0.079156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,none,nor_conv_1x1,0.3858,0.249,16.561594,3312.3162,0.010251258,11.72106,0.107156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,none,none,0.4273,0.36904,13.811139,2762.2244,0.0101449955,7.7889,0.079156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,avg_pool_3x3,0.5793,0.55138,19.221165,3844.2373,0.012317411,11.72106,0.107156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,nor_conv_3x3,0.3795,0.2015,23.973677,4794.729,0.01440257,47.1105,0.350196
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,skip_connect,0.5541,0.53124,16.936113,3387.2188,0.012735102,11.72106,0.107156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,nor_conv_1x1,0.3877,0.22218,22.738222,4547.6533,0.013888275,15.65322,0.135156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,none,0.3753,0.22976,18.24551,3649.1082,0.011525326,11.72106,0.107156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,avg_pool_3x3,0.4608,0.40306,23.114704,4622.947,0.013805721,47.1105,0.350196
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,nor_conv_3x3,0.3292,0.11956,27.854935,5570.9937,0.016082816,82.49994,0.593236
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,skip_connect,0.4506,0.39686,21.357979,4271.591,0.0145015055,47.1105,0.350196
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,nor_conv_1x1,0.3318,0.12184,26.478683,5295.7334,0.01475943,51.04266,0.378196
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,none,0.3299,0.11518,22.529911,4505.99,0.013667173,47.1105,0.350196
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,skip_connect,avg_pool_3x3,0.566,0.54108,17.157005,3431.3975,0.010821753,11.72106,0.107156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,skip_connect,nor_conv_3x3,0.3545,0.14364,22.442646,4488.5303,0.012895849,47.1105,0.350196
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,skip_connect,skip_connect,0.5672,0.5432,15.227109,3045.4143,0.011030405,11.72106,0.107156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,skip_connect,nor_conv_1x1,0.3681,0.175,20.67369,4134.729,0.014104009,15.65322,0.135156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,skip_connect,none,0.36645,0.20793,17.09728,3419.448,0.012020786,11.72106,0.107156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3,0.4969,0.44666,21.654903,4330.9688,0.014477311,15.65322,0.135156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,nor_conv_3x3,0.3251,0.1229,25.610846,5122.1685,0.015720606,51.04266,0.378196
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,skip_connect,0.4707,0.4282,19.434671,3886.9263,0.013819788,15.65322,0.135156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,nor_conv_1x1,0.3521,0.18502,25.126772,5025.3584,0.014742785,19.58538,0.163156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,none,0.349,0.19304,21.03175,4206.348,0.014332692,15.65322,0.135156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,none,avg_pool_3x3,0.4919,0.449,17.57871,3515.736,0.012117942,11.72106,0.107156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,none,nor_conv_3x3,0.33609998,0.12644,22.840939,4568.175,0.013840165,47.1105,0.350196
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,none,skip_connect,0.4756,0.43454,16.09549,3219.0928,0.01212728,11.72106,0.107156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,none,nor_conv_1x1,0.3541,0.18672,20.944849,4188.966,0.01418644,15.65322,0.135156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,none,none,0.3835,0.2921,17.13407,3426.8096,0.011549996,11.72106,0.107156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,avg_pool_3x3,avg_pool_3x3,0.7344,0.71616,16.60955,3321.9124,0.009923772,7.7889,0.079156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,avg_pool_3x3,nor_conv_3x3,0.4792,0.32954,20.853258,4170.6533,0.011130478,43.17834,0.322196
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,avg_pool_3x3,skip_connect,0.7047,0.69644,14.22354,2844.7102,0.00780944,7.7889,0.079156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,avg_pool_3x3,nor_conv_1x1,0.5164,0.40068,18.513977,3702.7866,0.011674762,11.72106,0.107156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,avg_pool_3x3,none,0.6181,0.56656,15.395858,3079.1658,0.00959358,7.7889,0.079156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,nor_conv_3x3,avg_pool_3x3,0.5141,0.4687,19.50588,3901.1726,0.012592382,43.17834,0.322196
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,nor_conv_3x3,nor_conv_3x3,0.4237,0.26666,23.268267,4653.6543,0.013418913,78.56778,0.565236
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,nor_conv_3x3,skip_connect,0.5014,0.45799,17.168505,3433.6948,0.012455225,43.17834,0.322196
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,nor_conv_3x3,nor_conv_1x1,0.4394,0.26012,21.917315,4383.4595,0.014578996,47.1105,0.350196
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,nor_conv_3x3,none,0.4254,0.2556,18.587248,3717.4426,0.01263931,43.17834,0.322196
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,skip_connect,avg_pool_3x3,0.7216,0.70376,14.595096,2919.026,0.008730813,7.7889,0.079156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,skip_connect,nor_conv_3x3,0.448,0.27238,17.894632,3578.9194,0.01221987,43.17834,0.322196
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,skip_connect,skip_connect,0.6994,0.68878,12.006351,2401.2698,0.009266977,7.7889,0.079156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,skip_connect,nor_conv_1x1,0.48395002,0.35825,16.827927,3365.5796,0.011278067,11.72106,0.107156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,skip_connect,none,0.5278,0.47722,13.426154,2685.2354,0.008657581,7.7889,0.079156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,nor_conv_1x1,avg_pool_3x3,0.56210005,0.53245,18.389557,3677.917,0.011400236,11.72106,0.107156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,nor_conv_1x1,nor_conv_3x3,0.4393,0.28002,21.967747,4393.5537,0.01543649,47.1105,0.350196
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,nor_conv_1x1,skip_connect,0.5435,0.5159,15.833412,3166.6865,0.011625343,11.72106,0.107156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,nor_conv_1x1,nor_conv_1x1,0.4842,0.36106,21.380077,4276.0205,0.013989276,15.65322,0.135156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,nor_conv_1x1,none,0.5006,0.39186,17.339033,3467.8108,0.0121604735,11.72106,0.107156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,none,avg_pool_3x3,0.64935,0.62254,14.754427,2950.882,0.010438945,7.7889,0.079156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,none,nor_conv_3x3,0.4564,0.29612,19.173506,3834.7065,0.011248779,43.17834,0.322196
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,none,skip_connect,0.5935,0.55912,12.338921,2467.7783,0.009371334,7.7889,0.079156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,none,nor_conv_1x1,0.535,0.42538,17.723202,3544.6323,0.012118737,11.72106,0.107156
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,none,none,0.99,0.99,14.103851,2820.7686,0.009446948,7.7889,0.079156
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,0.622,0.61022,21.773838,4354.776,0.010991256,43.17834,0.322196
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,0.4585,0.38164,24.378466,4875.686,0.01549481,78.56778,0.565236
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,0.6023,0.58202,18.691225,3738.2424,0.011496805,43.17834,0.322196
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,0.4806,0.41806,23.669079,4733.8213,0.014196555,47.1105,0.350196
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,none,0.5864,0.55872,19.37993,3875.9797,0.013555328,43.17834,0.322196
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,0.4974,0.44334,24.10645,4821.2896,0.013929632,78.56778,0.565236
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,0.40485,0.07283,28.71609,5743.2275,0.016658477,113.95722,0.808276
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,skip_connect,0.4938,0.43616,22.846632,4569.333,0.013766527,78.56778,0.565236
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,0.4226,0.08238,26.221395,5244.2744,0.016313897,82.49994,0.593236
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,none,0.4299,0.2476,23.043201,4608.6367,0.013368196,78.56778,0.565236
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,skip_connect,avg_pool_3x3,0.61875,0.60638,19.801552,3960.3052,0.010491067,43.17834,0.322196
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,skip_connect,nor_conv_3x3,0.4639,0.3885,22.161879,4432.377,0.0150312185,78.56778,0.565236
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,skip_connect,skip_connect,0.5967,0.5816,17.273157,3454.6357,0.011195355,43.17834,0.322196
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,skip_connect,nor_conv_1x1,0.4775,0.41136,21.71555,4343.112,0.014300562,47.1105,0.350196
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,skip_connect,none,0.5486,0.52011,17.282639,3456.532,0.01379266,43.17834,0.322196
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,0.5099,0.47266,23.001045,4600.2036,0.014379131,47.1105,0.350196
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,0.4014,0.07876,26.312166,5262.4326,0.016923347,82.49994,0.593236
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,skip_connect,0.4896,0.43922,21.111837,4222.3643,0.015360925,47.1105,0.350196
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,0.4083,0.09592,25.103334,5020.671,0.016171468,51.04266,0.378196
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,none,0.4596,0.32156,21.54982,4309.9614,0.01384966,47.1105,0.350196
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,none,avg_pool_3x3,0.5152,0.47056,19.447363,3889.4653,0.011764209,43.17834,0.322196
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,none,nor_conv_3x3,0.3983,0.0798,22.770096,4554.012,0.01586171,78.56778,0.565236
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,none,skip_connect,0.481,0.4252,17.538357,3507.667,0.011225846,43.17834,0.322196
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,none,nor_conv_1x1,0.41965002,0.11191,21.43913,4287.8306,0.013736354,47.1105,0.350196
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,none,none,0.5356,0.47992,18.112707,3622.5474,0.012037668,43.17834,0.322196
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,0.4296,0.36352,24.073738,4814.7466,0.014767188,78.56778,0.565236
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,0.3704,0.05934,27.514193,5502.834,0.015134851,113.95722,0.808276
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,skip_connect,0.4209,0.34624,21.839087,4367.8184,0.014155282,78.56778,0.565236
