hp_x0,hp_x1,hp_x2,hp_x3,hp_x4,hp_x5,metric_valid_error,metric_train_error,metric_runtime,metric_elapsed_time,metric_latency,metric_flops,metric_params
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,nor_conv_1x1,0.62483335,0.5932366,79.88274,15976.56,0.017101923,20.63116,0.594536
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,none,0.6166667,0.57585365,70.14996,14030.022,0.015163311,19.64812,0.566536
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,skip_connect,avg_pool_3x3,0.7481667,0.7505867,53.827744,10765.556,0.011799788,10.80076,0.323496
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,skip_connect,nor_conv_3x3,0.6235,0.5804285,67.89482,13578.951,0.014762457,19.64812,0.566536
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,skip_connect,skip_connect,0.7313333,0.732973,49.39955,9879.898,0.011558469,10.80076,0.323496
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,skip_connect,nor_conv_1x1,0.633,0.58845747,63.973778,12794.739,0.01379675,11.7838,0.351496
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,skip_connect,none,0.63275003,0.59212923,53.729877,10745.969,0.012941075,10.80076,0.323496
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,avg_pool_3x3,0.6896667,0.68530655,67.024155,13404.838,0.014659524,11.7838,0.351496
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3,0.6365,0.61276203,77.604,15520.754,0.015788388,20.63116,0.594536
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,skip_connect,0.6906667,0.6828543,61.51535,12303.076,0.012623994,11.7838,0.351496
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1,0.62525,0.5819611,73.30073,14660.155,0.01750381,12.76684,0.379496
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,none,0.61716664,0.5633685,64.69755,12939.5,0.012770248,11.7838,0.351496
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,none,avg_pool_3x3,0.69116664,0.68416286,55.12852,11025.713,0.012216354,10.80076,0.323496
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,none,nor_conv_3x3,0.61466664,0.57184577,70.089516,14017.923,0.018197052,19.64812,0.566536
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,none,skip_connect,0.6896666,0.67773896,48.638134,9727.62,0.012156176,10.80076,0.323496
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,none,nor_conv_1x1,0.6145,0.57593936,66.89413,13378.85,0.012794936,11.7838,0.351496
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,none,none,0.6063333,0.5545089,54.85686,10971.358,0.011690497,10.80076,0.323496
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,avg_pool_3x3,avg_pool_3x3,0.8998333,0.9019974,45.347805,9069.549,0.007161164,1.9534,0.080456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,avg_pool_3x3,nor_conv_3x3,0.7378333,0.72913647,56.4535,11290.691,0.01256361,10.80076,0.323496
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,avg_pool_3x3,skip_connect,0.881,0.8872973,38.70755,7741.5044,0.008306193,1.9534,0.080456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,avg_pool_3x3,nor_conv_1x1,0.77391666,0.7675115,52.176598,10435.336,0.009615039,2.93644,0.108456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,avg_pool_3x3,none,0.7935,0.7989387,43.844597,8768.928,0.0073262216,1.9534,0.080456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_3x3,avg_pool_3x3,0.82316667,0.8278906,53.438515,10687.696,0.012090564,10.80076,0.323496
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_3x3,nor_conv_3x3,0.6591667,0.6302241,66.18083,13236.1455,0.01477379,19.64812,0.566536
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_3x3,skip_connect,0.8143333,0.8172413,50.30858,10061.718,0.010933662,10.80076,0.323496
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_3x3,nor_conv_1x1,0.6605,0.63329595,64.107056,12821.426,0.01224413,11.7838,0.351496
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_3x3,none,0.65716666,0.6283784,52.573563,10514.709,0.0117868185,10.80076,0.323496
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,skip_connect,avg_pool_3x3,0.89391667,0.89883983,40.600723,8120.1357,0.0076864483,1.9534,0.080456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,skip_connect,nor_conv_3x3,0.7248333,0.7206988,51.994602,10398.904,0.010350808,10.80076,0.323496
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,skip_connect,skip_connect,0.89,0.896091,33.981987,6796.3887,0.0073587657,1.9534,0.080456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,skip_connect,nor_conv_1x1,0.74300003,0.74239945,46.63593,9327.169,0.009444785,2.93644,0.108456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,skip_connect,none,0.7885,0.78535265,35.871067,7174.2183,0.007892179,1.9534,0.080456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_1x1,avg_pool_3x3,0.8335,0.834265,52.112453,10422.476,0.00944407,2.93644,0.108456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_1x1,nor_conv_3x3,0.6616667,0.6371852,62.177734,12435.547,0.014588046,11.7838,0.351496
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_1x1,skip_connect,0.8254167,0.8276632,45.002148,9000.412,0.010968936,2.93644,0.108456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_1x1,nor_conv_1x1,0.6851667,0.6675906,58.86117,11772.252,0.017147422,3.91948,0.136456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,nor_conv_1x1,none,0.6855,0.66947263,48.512135,9702.422,0.012877941,2.93644,0.108456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,none,avg_pool_3x3,0.87766665,0.87978905,41.681114,8336.228,0.007943527,1.9534,0.080456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,none,nor_conv_3x3,0.66366667,0.6366447,52.917908,10583.592,0.0108180605,10.80076,0.323496
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,none,skip_connect,0.86516666,0.8703395,32.995148,6599.024,0.007633281,1.9534,0.080456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,none,nor_conv_1x1,0.68666667,0.6752933,47.75546,9551.093,0.009219909,2.93644,0.108456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,none,none,0.7115,0.7148385,39.437374,7887.481,0.0077050687,1.9534,0.080456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,avg_pool_3x3,0.7785,0.7831905,55.139668,11027.931,0.01144917,2.93644,0.108456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,nor_conv_3x3,0.65316665,0.62905735,69.1535,13830.678,0.01368916,11.7838,0.351496
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,skip_connect,0.77466667,0.7750989,48.69971,9739.957,0.012401986,2.93644,0.108456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,nor_conv_1x1,0.6791667,0.6528016,65.742546,13148.486,0.014143681,3.91948,0.136456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,none,0.67925,0.6566447,52.43231,10486.463,0.013034368,2.93644,0.108456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,avg_pool_3x3,0.70991665,0.7078675,66.58001,13316.013,0.013797688,11.7838,0.351496
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,nor_conv_3x3,0.6128333,0.58423203,80.51795,16103.5625,0.016663408,20.63116,0.594536
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,skip_connect,0.70416665,0.69987476,61.49828,12299.626,0.012535786,11.7838,0.351496
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,nor_conv_1x1,0.6191667,0.5851549,76.70674,15341.366,0.015618785,12.76684,0.379496
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,none,0.6131667,0.57749504,64.96119,12992.234,0.014362446,11.7838,0.351496
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,skip_connect,avg_pool_3x3,0.77275,0.7773006,49.2179,9843.57,0.012550926,2.93644,0.108456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,skip_connect,nor_conv_3x3,0.6405,0.60511535,64.80484,12960.949,0.013088512,11.7838,0.351496
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,skip_connect,skip_connect,0.7748333,0.7764601,43.583645,8716.723,0.010115473,2.93644,0.108456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,skip_connect,nor_conv_1x1,0.65491664,0.623263,59.725437,11945.1045,0.014288259,3.91948,0.136456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,skip_connect,none,0.6675,0.6384641,49.073627,9814.725,0.012194753,2.93644,0.108456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3,0.722,0.72012526,62.494343,12498.844,0.0128962435,3.91948,0.136456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,nor_conv_3x3,0.61483335,0.5866579,74.159424,14831.85,0.014713263,12.76684,0.379496
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,skip_connect,0.736,0.7268227,55.93986,11187.958,0.011962445,3.91948,0.136456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,nor_conv_1x1,0.63983333,0.6077653,72.91558,14583.149,0.020636106,4.90252,0.164456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,none,0.6321667,0.60709953,60.742706,12148.567,0.013302731,3.91948,0.136456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,none,avg_pool_3x3,0.74116665,0.7325445,50.423378,10084.6875,0.011300651,2.93644,0.108456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,none,nor_conv_3x3,0.62483335,0.58407384,65.89232,13178.47,0.015226364,11.7838,0.351496
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,none,skip_connect,0.726,0.7199275,46.11134,9222.267,0.01039799,2.93644,0.108456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,none,nor_conv_1x1,0.6386667,0.60847723,60.488758,12097.722,0.014185921,3.91948,0.136456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,none,none,0.67766666,0.6630784,49.265938,9853.189,0.010814655,2.93644,0.108456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,avg_pool_3x3,avg_pool_3x3,0.8958333,0.89969015,47.468304,9493.667,0.008405575,1.9534,0.080456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,avg_pool_3x3,nor_conv_3x3,0.7905,0.77036256,59.97748,11995.507,0.011615229,10.80076,0.323496
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,avg_pool_3x3,skip_connect,0.8875833,0.88794005,40.516075,8103.221,0.009855771,1.9534,0.080456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,avg_pool_3x3,nor_conv_1x1,0.82283336,0.80862886,53.218815,10643.754,0.0110335825,2.93644,0.108456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,avg_pool_3x3,none,0.868,0.8613777,44.007423,8801.477,0.00894847,1.9534,0.080456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,nor_conv_3x3,avg_pool_3x3,0.7971667,0.79386616,55.89887,11179.758,0.01184814,10.80076,0.323496
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,nor_conv_3x3,nor_conv_3x3,0.831,0.8307383,66.99955,13399.941,0.013924432,19.64812,0.566536
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,nor_conv_3x3,skip_connect,0.7955,0.7900725,49.134228,9826.838,0.014018321,10.80076,0.323496
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,nor_conv_3x3,nor_conv_1x1,0.82016665,0.82023734,63.20559,12641.148,0.014960655,11.7838,0.351496
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,nor_conv_3x3,none,0.82416666,0.8265129,53.35036,10670.099,0.012773498,10.80076,0.323496
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,skip_connect,avg_pool_3x3,0.89383334,0.89673036,41.58765,8317.554,0.008753927,1.9534,0.080456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,skip_connect,nor_conv_3x3,0.783,0.7584179,51.32295,10264.589,0.011057671,10.80076,0.323496
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,skip_connect,skip_connect,0.87633336,0.8814173,34.05479,6810.945,0.009470574,1.9534,0.080456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,skip_connect,nor_conv_1x1,0.804,0.7911668,48.368908,9673.808,0.010638356,2.93644,0.108456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,skip_connect,none,0.8395,0.82997364,38.22682,7645.3843,0.009429907,1.9534,0.080456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,nor_conv_1x1,avg_pool_3x3,0.8279166,0.8270204,52.75808,10551.62,0.011351657,2.93644,0.108456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,nor_conv_1x1,nor_conv_3x3,0.81808335,0.8142419,63.285206,12657.032,0.017216206,11.7838,0.351496
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,nor_conv_1x1,skip_connect,0.8265,0.82280815,45.316338,9063.276,0.010993552,2.93644,0.108456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,nor_conv_1x1,nor_conv_1x1,0.81233335,0.8090705,61.79231,12358.45,0.012753439,3.91948,0.136456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,nor_conv_1x1,none,0.82283336,0.8220962,49.830452,9966.091,0.012846994,2.93644,0.108456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,none,avg_pool_3x3,0.873,0.8763052,42.060455,8412.104,0.007703257,1.9534,0.080456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,none,nor_conv_3x3,0.86733335,0.8661569,55.08949,11017.91,0.01113379,10.80076,0.323496
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,none,skip_connect,0.8581667,0.8589783,34.991997,6998.4106,0.0081675295,1.9534,0.080456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,none,nor_conv_1x1,0.85216665,0.85226434,50.968777,10193.751,0.010671258,2.93644,0.108456
avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,none,none,0.9916667,0.99143046,40.255074,8051.0,0.0093403105,1.9534,0.080456
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,0.8308333,0.83537245,62.58424,12516.845,0.011993869,10.80076,0.323496
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,0.7475834,0.74391234,70.18317,14036.663,0.013697242,19.64812,0.566536
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,skip_connect,0.8118333,0.8220435,53.55404,10710.802,0.010038789,10.80076,0.323496
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,0.7683333,0.762472,68.28404,13656.824,0.012699858,11.7838,0.351496
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,none,0.858,0.85814106,55.552402,11110.489,0.012420225,10.80076,0.323496
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,0.79083335,0.7894858,69.3442,13868.807,0.013507342,19.64812,0.566536
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,0.70633334,0.6395847,82.82719,16565.434,0.014721489,28.49548,0.809576
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,skip_connect,0.79033333,0.78346735,65.72229,13144.475,0.013587745,19.64812,0.566536
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,0.7195,0.6610877,75.92814,15185.597,0.015532827,20.63116,0.594536
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,none,0.75983334,0.7353263,66.358055,13271.631,0.014730143,19.64812,0.566536
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,skip_connect,avg_pool_3x3,0.8234167,0.82790047,56.844173,11368.817,0.011590886,10.80076,0.323496
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,skip_connect,nor_conv_3x3,0.74083334,0.74067897,63.661903,12732.406,0.015508366,19.64812,0.566536
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,skip_connect,skip_connect,0.8045,0.81023073,49.44184,9888.36,0.010532868,10.80076,0.323496
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,skip_connect,nor_conv_1x1,0.76533335,0.76141065,62.5621,12512.439,0.013540045,11.7838,0.351496
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,skip_connect,none,0.84033334,0.84036255,49.49545,9899.088,0.012306428,10.80076,0.323496
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,0.78833336,0.79201716,66.29216,13258.411,0.016684722,11.7838,0.351496
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,0.71216667,0.6417831,76.047844,15209.569,0.01415503,20.63116,0.594536
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,skip_connect,0.7845,0.7827752,60.84314,12168.616,0.012256289,11.7838,0.351496
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,0.73833334,0.6712525,72.6496,14529.8955,0.016438842,12.76684,0.379496
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,none,0.7935,0.7720962,62.028362,12405.665,0.014571031,11.7838,0.351496
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,none,avg_pool_3x3,0.80016667,0.7947198,55.74245,11148.491,0.013211727,10.80076,0.323496
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,none,nor_conv_3x3,0.70916665,0.6407284,65.696884,13139.396,0.0145678045,19.64812,0.566536
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,none,skip_connect,0.79108334,0.7830026,50.232224,10046.466,0.011873269,10.80076,0.323496
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,none,nor_conv_1x1,0.72749996,0.67182267,61.941154,12388.232,0.014802599,11.7838,0.351496
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,none,none,0.84533334,0.83226764,51.859337,10371.874,0.012742424,10.80076,0.323496
avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3,0.6868333,0.67700064,69.21724,13843.416,0.013837139,19.64812,0.566536
